# time,control output,box humidity,box temp,outside humidity,outside temp,heater 1 temp,heater 2 temp,P,I,D,SP,Err
1.096356630325317383e+00,8.640000000000000000e+02,1.400000000000000000e+01,2.200000000000000000e+01,1.500000000000000000e+01,2.200000000000000000e+01,2.696000000000000085e+01,2.785999999999999943e+01,8.640000000000000568e+00,0.000000000000000000e+00,-0.000000000000000000e+00,2.500000000000000000e+01,0.000000000000000000e+00
3.799464464187622070e+00,5.760000000000000000e+02,1.300000000000000000e+01,2.300000000000000000e+01,1.500000000000000000e+01,2.100000000000000000e+01,2.560000000000000142e+01,2.689000000000000057e+01,5.759999999999999787e+00,0.000000000000000000e+00,-0.000000000000000000e+00,2.500000000000000000e+01,0.000000000000000000e+00
6.495856285095214844e+00,5.760000000000000000e+02,1.300000000000000000e+01,2.300000000000000000e+01,1.500000000000000000e+01,2.100000000000000000e+01,2.689000000000000057e+01,2.633999999999999986e+01,5.759999999999999787e+00,0.000000000000000000e+00,-0.000000000000000000e+00,2.500000000000000000e+01,0.000000000000000000e+00
1.073249888420104980e+01,5.760000000000000000e+02,1.300000000000000000e+01,2.300000000000000000e+01,1.500000000000000000e+01,2.100000000000000000e+01,2.792000000000000171e+01,2.798999999999999844e+01,5.759999999999999787e+00,0.000000000000000000e+00,-0.000000000000000000e+00,2.500000000000000000e+01,0.000000000000000000e+00
1.190644788742065430e+01,5.760000000000000000e+02,1.300000000000000000e+01,2.300000000000000000e+01,1.500000000000000000e+01,2.100000000000000000e+01,2.746999999999999886e+01,2.689000000000000057e+01,5.759999999999999787e+00,0.000000000000000000e+00,-0.000000000000000000e+00,2.500000000000000000e+01,0.000000000000000000e+00
1.460435247421264648e+01,5.760000000000000000e+02,1.300000000000000000e+01,2.300000000000000000e+01,1.500000000000000000e+01,2.100000000000000000e+01,2.892000000000000171e+01,2.917999999999999972e+01,5.759999999999999787e+00,0.000000000000000000e+00,-0.000000000000000000e+00,2.500000000000000000e+01,0.000000000000000000e+00
1.730780649185180664e+01,5.760000000000000000e+02,1.300000000000000000e+01,2.300000000000000000e+01,1.500000000000000000e+01,2.100000000000000000e+01,2.889000000000000057e+01,2.978999999999999915e+01,5.759999999999999787e+00,0.000000000000000000e+00,-0.000000000000000000e+00,2.500000000000000000e+01,0.000000000000000000e+00
2.001207017898559570e+01,5.760000000000000000e+02,1.300000000000000000e+01,2.300000000000000000e+01,1.500000000000000000e+01,2.100000000000000000e+01,3.044000000000000128e+01,3.133999999999999986e+01,5.759999999999999787e+00,0.000000000000000000e+00,-0.000000000000000000e+00,2.500000000000000000e+01,0.000000000000000000e+00
2.271732878684997559e+01,5.760000000000000000e+02,1.300000000000000000e+01,2.300000000000000000e+01,1.500000000000000000e+01,2.100000000000000000e+01,3.265999999999999659e+01,3.239999999999999858e+01,5.759999999999999787e+00,0.000000000000000000e+00,-0.000000000000000000e+00,2.500000000000000000e+01,0.000000000000000000e+00
2.848236989974975586e+01,5.760000000000000000e+02,1.300000000000000000e+01,2.300000000000000000e+01,1.500000000000000000e+01,2.100000000000000000e+01,3.534000000000000341e+01,3.592000000000000171e+01,5.759999999999999787e+00,0.000000000000000000e+00,-0.000000000000000000e+00,2.500000000000000000e+01,0.000000000000000000e+00
3.119342422485351562e+01,5.760000000000000000e+02,1.300000000000000000e+01,2.300000000000000000e+01,1.500000000000000000e+01,2.100000000000000000e+01,3.707999999999999829e+01,3.614000000000000057e+01,5.759999999999999787e+00,0.000000000000000000e+00,-0.000000000000000000e+00,2.500000000000000000e+01,0.000000000000000000e+00
3.389055657386779785e+01,1.000000000000000000e+02,1.300000000000000000e+01,2.300000000000000000e+01,1.500000000000000000e+01,2.100000000000000000e+01,3.853000000000000114e+01,3.810999999999999943e+01,5.759999999999999787e+00,7.000329990006652625e-02,-0.000000000000000000e+00,2.500000000000000000e+01,0.000000000000000000e+00
3.659564971923828125e+01,1.000000000000000000e+02,1.300000000000000000e+01,2.300000000000000000e+01,1.500000000000000000e+01,2.100000000000000000e+01,3.953000000000000114e+01,3.868999999999999773e+01,5.759999999999999787e+00,7.020992009613150064e-02,-0.000000000000000000e+00,2.500000000000000000e+01,0.000000000000000000e+00
3.930081152915954590e+01,1.000000000000000000e+02,1.300000000000000000e+01,2.300000000000000000e+01,1.500000000000000000e+01,2.100000000000000000e+01,4.093999999999999773e+01,4.056000000000000227e+01,5.759999999999999787e+00,7.021170226493853028e-02,-0.000000000000000000e+00,2.500000000000000000e+01,0.000000000000000000e+00
4.353243017196655273e+01,1.000000000000000000e+02,1.300000000000000000e+01,2.300000000000000000e+01,1.500000000000000000e+01,2.100000000000000000e+01,4.375000000000000000e+01,4.293999999999999773e+01,5.759999999999999787e+00,1.098304534530510634e-01,-0.000000000000000000e+00,2.500000000000000000e+01,0.000000000000000000e+00
4.623906993865966797e+01,1.000000000000000000e+02,1.300000000000000000e+01,2.300000000000000000e+01,1.500000000000000000e+01,2.100000000000000000e+01,4.446000000000000085e+01,4.390999999999999659e+01,5.759999999999999787e+00,7.025006221089261094e-02,-0.000000000000000000e+00,2.500000000000000000e+01,0.000000000000000000e+00
4.894702410697937012e+01,1.000000000000000000e+02,1.300000000000000000e+01,2.300000000000000000e+01,1.500000000000000000e+01,2.100000000000000000e+01,4.603999999999999915e+01,4.493999999999999773e+01,5.759999999999999787e+00,7.028417712975772169e-02,-0.000000000000000000e+00,2.500000000000000000e+01,0.000000000000000000e+00
5.165555167198181152e+01,1.000000000000000000e+02,1.300000000000000000e+01,2.300000000000000000e+01,1.500000000000000000e+01,2.100000000000000000e+01,4.764999999999999858e+01,4.590999999999999659e+01,5.759999999999999787e+00,7.029905947691364454e-02,-0.000000000000000000e+00,2.500000000000000000e+01,0.000000000000000000e+00
5.436287117004394531e+01,1.000000000000000000e+02,1.300000000000000000e+01,2.300000000000000000e+01,1.500000000000000000e+01,2.100000000000000000e+01,4.889999999999999858e+01,4.745000000000000284e+01,5.759999999999999787e+00,7.026770444446497899e-02,-0.000000000000000000e+00,2.500000000000000000e+01,0.000000000000000000e+00
5.707090020179748535e+01,1.000000000000000000e+02,1.300000000000000000e+01,2.300000000000000000e+01,1.500000000000000000e+01,2.100000000000000000e+01,5.039000000000000057e+01,4.822999999999999687e+01,5.759999999999999787e+00,7.028612018880427137e-02,-0.000000000000000000e+00,2.500000000000000000e+01,0.000000000000000000e+00
5.977429294586181641e+01,1.000000000000000000e+02,1.300000000000000000e+01,2.300000000000000000e+01,1.500000000000000000e+01,2.100000000000000000e+01,5.145000000000000284e+01,4.925999999999999801e+01,5.759999999999999787e+00,7.016578666581298196e-02,-0.000000000000000000e+00,2.500000000000000000e+01,0.000000000000000000e+00
6.248456358909606934e+01,1.000000000000000000e+02,1.300000000000000000e+01,2.300000000000000000e+01,1.500000000000000000e+01,2.100000000000000000e+01,5.300000000000000000e+01,5.018999999999999773e+01,5.759999999999999787e+00,7.034430057465042296e-02,-0.000000000000000000e+00,2.500000000000000000e+01,0.000000000000000000e+00
6.366677832603454590e+01,1.000000000000000000e+02,1.300000000000000000e+01,2.300000000000000000e+01,1.500000000000000000e+01,2.100000000000000000e+01,5.321999999999999886e+01,5.050999999999999801e+01,5.759999999999999787e+00,3.068404589282696521e-02,-0.000000000000000000e+00,2.500000000000000000e+01,0.000000000000000000e+00
6.637518858909606934e+01,1.000000000000000000e+02,1.300000000000000000e+01,2.300000000000000000e+01,1.500000000000000000e+01,2.100000000000000000e+01,5.474000000000000199e+01,5.225000000000000000e+01,5.759999999999999787e+00,7.029601493853497585e-02,-0.000000000000000000e+00,2.500000000000000000e+01,0.000000000000000000e+00
6.908815693855285645e+01,1.000000000000000000e+02,1.300000000000000000e+01,2.300000000000000000e+01,1.500000000000000000e+01,2.100000000000000000e+01,5.599000000000000199e+01,5.313000000000000256e+01,5.759999999999999787e+00,7.041431876927381484e-02,-0.000000000000000000e+00,2.500000000000000000e+01,0.000000000000000000e+00
7.131405186653137207e+01,1.000000000000000000e+02,1.300000000000000000e+01,2.400000000000000000e+01,1.500000000000000000e+01,2.100000000000000000e+01,5.682999999999999829e+01,5.389999999999999858e+01,2.879999999999999893e+00,2.888623360404697291e-02,-0.000000000000000000e+00,2.500000000000000000e+01,0.000000000000000000e+00
7.353801631927490234e+01,1.000000000000000000e+02,1.300000000000000000e+01,2.400000000000000000e+01,1.500000000000000000e+01,2.100000000000000000e+01,5.770000000000000284e+01,5.450999999999999801e+01,2.879999999999999893e+00,2.886118113732732623e-02,-0.000000000000000000e+00,2.500000000000000000e+01,0.000000000000000000e+00
7.577106094360351562e+01,1.000000000000000000e+02,1.300000000000000000e+01,2.400000000000000000e+01,1.500000000000000000e+01,2.100000000000000000e+01,5.840999999999999659e+01,5.521999999999999886e+01,2.879999999999999893e+00,2.897901776756293957e-02,-0.000000000000000000e+00,2.500000000000000000e+01,0.000000000000000000e+00
7.800480985641479492e+01,1.000000000000000000e+02,1.300000000000000000e+01,2.400000000000000000e+01,1.500000000000000000e+01,2.100000000000000000e+01,5.902000000000000313e+01,5.592999999999999972e+01,2.879999999999999893e+00,2.898815757078510025e-02,-0.000000000000000000e+00,2.500000000000000000e+01,0.000000000000000000e+00
8.024019742012023926e+01,1.000000000000000000e+02,1.300000000000000000e+01,2.400000000000000000e+01,1.500000000000000000e+01,2.100000000000000000e+01,5.972999999999999687e+01,5.653999999999999915e+01,2.879999999999999893e+00,2.900942292878981241e-02,-0.000000000000000000e+00,2.500000000000000000e+01,0.000000000000000000e+00
8.247443413734436035e+01,1.000000000000000000e+02,1.300000000000000000e+01,2.400000000000000000e+01,1.500000000000000000e+01,2.100000000000000000e+01,6.117999999999999972e+01,5.647999999999999687e+01,2.879999999999999893e+00,2.899448798290173851e-02,-0.000000000000000000e+00,2.500000000000000000e+01,0.000000000000000000e+00
8.623661875724792480e+01,1.000000000000000000e+02,1.300000000000000000e+01,2.400000000000000000e+01,1.500000000000000000e+01,2.100000000000000000e+01,6.292000000000000171e+01,5.853999999999999915e+01,2.879999999999999893e+00,4.882321372230376960e-02,-0.000000000000000000e+00,2.500000000000000000e+01,0.000000000000000000e+00
8.846956419944763184e+01,1.000000000000000000e+02,1.300000000000000000e+01,2.400000000000000000e+01,1.500000000000000000e+01,2.100000000000000000e+01,6.340999999999999659e+01,5.860000000000000142e+01,2.879999999999999893e+00,2.897773064564675150e-02,-0.000000000000000000e+00,2.500000000000000000e+01,0.000000000000000000e+00
9.070416641235351562e+01,1.000000000000000000e+02,1.300000000000000000e+01,2.400000000000000000e+01,1.500000000000000000e+01,2.100000000000000000e+01,6.453000000000000114e+01,5.892999999999999972e+01,2.879999999999999893e+00,2.899923115092461340e-02,-0.000000000000000000e+00,2.500000000000000000e+01,0.000000000000000000e+00
9.293933272361755371e+01,1.000000000000000000e+02,1.300000000000000000e+01,2.400000000000000000e+01,1.500000000000000000e+01,2.100000000000000000e+01,6.473000000000000398e+01,6.017999999999999972e+01,2.879999999999999893e+00,2.900655165682293132e-02,-0.000000000000000000e+00,2.500000000000000000e+01,0.000000000000000000e+00
9.411331486701965332e+01,1.000000000000000000e+02,1.300000000000000000e+01,2.400000000000000000e+01,1.500000000000000000e+01,2.100000000000000000e+01,6.518000000000000682e+01,6.025000000000000000e+01,2.879999999999999893e+00,1.523518563928375098e-02,-0.000000000000000000e+00,2.500000000000000000e+01,0.000000000000000000e+00
